word	sent1	sent2	group	mean	annotator1	annotator2	annotator3	annotator4	annotator5
ателье	"В последнее время, без конца принося и унося свой телевизор ""Электроника"", Терехов вкрадчиво улыбался Шурочке, в глазах было знакомое, вполне понятное -- да и не он один, были другие, разные, работа в <b><i>ателье</i></b> давала не только возможность общаться с интеллигентными людьми, но и выбрать из них."	Состарившись, художник уже не мог выезжать на пленэр и рисовал городские пейзажи прямо из окна своего <b><i>ателье,</i></b> бытовавшего в одной из мансард Монмартра.	EARLIER	2.4	2	1	3	4	2
ателье	"В те времена все <b><i>ателье</i></b> были ""Силуэтами"", все парикмахерские -- ""Волшебницами"", все кафе-мороженое -- ""Снежинками"" или ""Льдинками""."	"Безусловно, дело это нужное и важное, но ему бы хотелось, как он сам признался в беседе с корреспондентом ""Дела"", видеть рядом с заводом фирмы, стремящиеся стать кузовными <b><i>ателье</i></b> и изготавливать модификации на базе моделей ВАЗа."	LATER	2.8	3	2	2	4	3
ателье	Вне <b><i>ателье</i></b> Егор женщин не искал: лень одолевала, да и некогда.	А потом устроила ее швеей в привилегированное военное <b><i>ателье.</i></b>	LATER	4.0	4	4	4	4	4
ателье	Гроб стоит в его <b><i>ателье.</i></b>	Для меня это непостижимо: он получает такое же обмундирование, как и все, но мундиры его, сшитые в фирменном военном <b><i>ателье,</i></b> топорщатся на спине, горбятся на груди, рукава коротки, пуговицы почему-то перекашиваются, и в последний момент одна обязательно отрывается, стрелка на брюках заглажена криво, и один шнурок развязался.	COMPARE	3.6	4	3	3	4	4
ателье	Да, ей показалось, что это кепи оставил в <b><i>ателье</i></b> милиционер, когда пришёл вызвать скорую помощь; да, она так и сказала Йевиньшу.	И разумеется, как только представилась возможность, Шурочка примчалась к любимому человеку -- к кинокритику Панову; это был интеллигентный мужчина лет сорока пяти, когда-то давным-давно принесший к ним в <b><i>ателье</i></b> телевизор и сразу же познакомившийся.	EARLIER	3.6	4	4	4	3	3
ателье	Девочка с огромными, наполненными ужасом глазами, дочь секретаря ЦК комсомола Косарева, расстрелянного в тридцать седьмом году; еще две сестрички, дочери какого-то министра, тоже расстрелянного в тридцать седьмом году: младшую взяли прямо из десятого класса, у старшей грудной ребенок, и ее уводят из камеры кормить ребенка грудью; молодая женщина, рыдая, рассказывает, что она смолянка, муж -- офицер, погиб в войну, она была портнихой в военном <b><i>ателье,</i></b> шила мундиры, не смогла бежать с тремя детьми от немцев, и вся ее вина в том, что она осталась работать в этом же <b><i>ателье</i></b> и шила мундиры для немецких офицеров, ее арестовали, привезли в Москву, обвиняют в шпионаже, она выдержала все следствие, доказывая, что не знает немецкого языка, никаких вознаграждений от клиентов не получала, никаких благ не имела, работала, чтобы спасти детей от голода, но в камеру посадили женщину приветливую, проявившую к ней сочувствие, и она ей рассказала, что выучила немецкий язык и выжила только потому, что получала вознаграждение за отлично сшитые мундиры.	Сама же довольствовалась малым, единственное, что она себе позволяла, -- обязательно к чемпионату мира шила себе новый костюм, а иногда и пальто, в каком-то специальном <b><i>ателье,</i></b> не знаю, то ли при Совмине, то ли еще где-то, куда она была вхожа.	COMPARE	4.0	4	4	4	4	4
ателье	Егор Семенович Андреев, сорокалетний лысоватый мужчина, работал в <b><i>ателье</i></b> закройщиком мужской одежды -- отличный мастер, ас своего дела.	Он успел завершить все приготовления, когда в <b><i>ателье</i></b> ввалились братья Столетовы, тащившие за собой совершенно пьяного человека в фуражке с шелковой лентой на тулье.	LATER	3.8	4	4	4	3	4
ателье	Единственное во всей России по своей величине, наше <b><i>ателье</i></b> на Каменном острове является в то же время исключительным по красоте окружающей его местности.	Иду сам в <b><i>ателье,</i></b> в четвертый раз отпросившись с работы.	EARLIER	2.8	4	4	1	4	1
ателье	Ей подвернулось приятное воспоминанье о крепдешиновом платье в витрине одного московского <b><i>ателье,</i></b> почти по соседству с Архитектурным институтом.	То, что мы видели на съемках в <b><i>ателье,</i></b> и то, что так живо предстало в рассказе Чаплина, говорило о рождении шедевра киноискусства.	EARLIER	3.6	4	4	2	4	4
ателье	"Ей следовали люди взрослые, жены ответственных работников и богатые обыватели, которые заказывали и шили себе соответствующую одежду в государственных <b><i>ателье</i></b> индивидуального пошива (сокращенно -- ""индпошив"")."	Если говорить про тюнинговые <b><i>ателье,</i></b> которых у нас пока нет, то некоторые из них работают с различными марками, другие -- с каким-то конкретным брэндом.	LATER	2.6	4	1	1	3	4
ателье	И все огромное <b><i>ателье</i></b> вскоре напомнило собою фантастическое поле сражения, где мертвые, раненые и победители вповалку легли среди опрокинутых бутылок, которые хозяин аккуратно составил в ряд и сосчитал тридцать пустых и шесть полных (деньжищи немалые), а сколько разлито было дорогого яду и возвращено природе.	"Внизу, в двух корпусах, прилегающих к главному зданию, размещены <b><i>ателье</i></b> мод, магазин ""Гастроном"", булочная, продовольственный магазин и кинотеатр."	EARLIER	1.6	1	3	0	3	1
ателье	К тому же Lexus Кими не простой, а эксклюзивный, один из всего пятидесяти автомобилей, доработанных в тюнинговом <b><i>ателье</i></b> швейцарца Эмиля Фрея (напомним, кстати, что Sauber -- команда швейцарская).	Фонограмма транслируется в <b><i>ателье,</i></b> где происходит съемка, и тут-то актеры дополняют зрительно то, что ранее у микрофона они мысленно себе представляли.	COMPARE	2.2	3	1	1	4	2
ателье	Как, почему, зачем, по чьему недосмотру Арвид Квэп мог очутиться на улице советской Риги Йевиньш, пошатываясь, вошёл в <b><i>ателье</i></b> и упал в кресло.	Валентина шьет в <b><i>ателье</i></b> (мужа у нее убило серьгой строительного крана, сын -- в армии, дочь -- в восьмом уже классе).	EARLIER	3.4	4	4	4	1	4
ателье	"Компания ""Бентли"" обновила седан ""Арнаж"", представив сразу и удлиненную версию от знаменитого британского <b><i>ателье</i></b> ""Маллинер""."	В <b><i>ателье</i></b> Госкино Ленинградским Отделением Госкино оборудовано новое обширное <b><i>ателье.</i></b>	COMPARE	2.2	4	3	1	2	1
ателье	"Кстати, существует множество тюнинговых <b><i>ателье,</i></b> которые готовы за относительно скромное вознаграждение (от 300 до 500 долларов) перепрограммировать блок управления мотором, что обеспечивает прибавку еще 80--120 ""лошадей""."	Он все искал <b><i>ателье</i></b> потеплее.	COMPARE	2.6	4	2	1	2	4
ателье	Леня Мац сфотографировал меня с ножницами, а бабы из <b><i>ателье</i></b> тут же настучали.	-- А где <b><i>ателье</i></b> этого деляги -- полюбопытствовал Остап.	COMPARE	3.8	4	4	3	4	4
ателье	Мама гордилась, что моя фотография украшает витрину <b><i>ателье</i></b> на Арбате, -- почти так же, как своей фотографией, попавшей в американскую еврейскую газету, в подборку самых красивых евреек мира.	Тем более что Фрида уже лет двадцать работает в <b><i>ателье</i></b> Офры.	LATER	4.0	4	4	4	4	4
ателье	Матиас, варшавский портной парижской выучки, работал в закрытом <b><i>ателье</i></b> и приносил сыну лоскутки.	Насчитывается около восьмидесяти всевозможных объединений, в которые входят примерно пять тысяч <b><i>ателье,</i></b> мастерских и приемных пунктов.	EARLIER	4.0	4	4	4	4	4
ателье	"Машка сидела скорчившись, улыбалась самым нелепым образом, а когда я пытался вмешаться и придать ей позу более естественную, фотохудожник разгневался и попросил меня выйти из ""ателье""."	Я был в мастерской Барта, очень знакомого нам художника до войны, человека серьезного, с большим талантом, -- в его крохотном поднебесном <b><i>ателье</i></b> я видел десятки работ несомненно интересных и по сравнению с любым французом.	EARLIER	3.2	4	4	4	1	3
ателье	Можно не интересоваться событиями 4-й Тверской-Ямской, но как же не знать последних мазков сотен <b><i>ателье</i></b> улицы Жака Калло!	-- Кто сказал -- Вот эти, что работают в <b><i>ателье</i></b> мод головных уборов.	EARLIER	3.2	3	4	4	3	2
ателье	Мы встретились у нее в <b><i>ателье.</i></b>	Лишь в одном <b><i>ателье</i></b> его планы сорвались, так как работница пункта проката раньше видела его на улице в нетрезвом состоянии, знала его как пьяницу и забулдыгу и на свой риск отказала ему в заключении договора проката.	COMPARE	4.0	4	4	4	4	4
ателье	Мы выскочили на улицу, чудом карташовского напора поймали такси и примчались в <b><i>ателье</i></b> на Суворовский.	Это дало бы возможность путем оперативной связи со всеми <b><i>ателье</i></b> иметь информацию о наличии необходимых предметов, пользующихся повышенным спросом, исключило бы хождение граждан по районам города в поисках нужной им вещи.	COMPARE	4.0	4	4	4	4	4
ателье	Мы снова поедем на Корсику -- если удастся оставить <b><i>ателье</i></b> за собой.	Под <b><i>ателье</i></b> стали приспособлять частные квартиры, комнаты, чуланы а недавно, говорят, кто то устроил кино-ателье в самом обыкновенном цветочном горшке.	EARLIER	3.2	1	4	4	4	3
ателье	На Западе монстров заказывают за большие деньги в <b><i>ателье</i></b> Голливуда, над ними фантазируют художники, их конструируют компьютерщики и инженеры.	"Целевая аудитория, скорее всего, молодые люди, для которых важно иметь одежду ""не как у всех"" и которые готовы доплатить за то, чтобы было ""не как в Zara"", но при этом не тратить время на поход в <b><i>ателье.</i></b>"	LATER	2.8	2	2	2	4	4
ателье	На факультете дизайна ГУС готовят специалистов для <b><i>ателье</i></b> и домов моды, которые разрабатывают модели не для производства, а для индивидуального заказчика.	Где-то за горами и равнинами ее ровесницы, двадцатипятилетние женщины, ходили по большим городам, придирчиво оглядывали прилавки магазинов, сидели в театрах, плескались в горячих ваннах, звонили в <b><i>ателье,</i></b> ждали гостей -- да мало ли!	LATER	3.8	4	4	4	4	3
ателье	Наконец, он поднялся со стула и, держа шляпу в вытянутой руке, сказал: -- Если я вам понадоблюсь, то с девяти до шести я в <b><i>ателье.</i></b>	27 сентября Сегодня получила в <b><i>ателье</i></b> новое платье.	EARLIER	3.0	3	4	4	4	0
ателье	Неизбалованным работницам <b><i>ателье</i></b> этого вполне хватало.	Я подтвердил довольно небрежно, что, да, шил в нашем писательском <b><i>ателье,</i></b> но что я не придаю столь большого значения своему гардеробу.	LATER	3.4	3	4	4	4	2
ателье	Но еще больше требовалось возможностей для того, чтобы заказать в имевшихся в тогдашней Москве одном-двух приличных <b><i>ателье</i></b> платье, костюм или пальто.	Единственная компания, которая из года в год защищает швейцарский автопром, -- это <b><i>ателье</i></b> Rinspeed.	LATER	1.8	1	3	2	1	2
ателье	Но и сами компании, желающие стать кузовными <b><i>ателье,</i></b> по убеждению Прусова, должны разрабатывать автомобили такого типа, как кабриолет, спортивное купе, родстер.	В шарашкино <b><i>ателье</i></b> поступишь -- Наверно.	COMPARE	1.6	1	2	3	1	1
ателье	Об этом нам рассказала владелица очень дорогого салона-ателье.	Но надо помнить, что это не конвейер, а скорее ювелирное <b><i>ателье.</i></b>	LATER	2.6	4	1	1	3	4
ателье	Об этом происшествии не любили вспоминать в <b><i>ателье,</i></b> и именно про него упомянула сейчас Татаринова.	Например, судимый за хулиганство 21-летний абазинец Валерий Аджиев работал обувщиком в <b><i>ателье.</i></b>	LATER	4.0	4	4	4	4	4
ателье	"Одна из самых знаменитых работ, сделанных с участием художников, объединившихся вокруг ""Международного <b><i>ателье</i></b> стеклянных украшений"", -- стеклянный коллаж ""I have a dream"" Свена Вига Хансена."	В <b><i>ателье</i></b> Ленбаха в известные дни был открыт доступ посетителям.	COMPARE	3.8	4	4	4	4	3
ателье	"Однажды в генеральском <b><i>ателье</i></b> он увидел на ""плечиках"" только что сшитую шинель с полковничьими знаками различия, но из отменного, скорее уж маршальского сукна и громогласно заявил, что это грубое нарушение правил."	В условиях расширения платежеспособного спроса за период 1999-2003 гг. в сфере платных услуг отмечается: снижение физических объемов предоставления услуг обязательного пользования (жилищных, коммунальных, транспортных), свертывание инфраструктуры организованного сектора услуг (по ряду услуг бытового характера: ремонт бытовой радиоэлектронной аппаратуры, <b><i>ателье</i></b> пошива, пункты проката, бани), усиление их территориальной дифференциации; усиление дифференциации населения по уровню и набору потребляемых услуг в зависимости от материального достатка (большое число семей, получающих субсидии и имеющих льготы).	LATER	4.0	4	4	4	4	4
ателье	"Он предложил: ""Пойдем закажем тебе в <b><i>ателье</i></b> бандаж""."	По-прежнему ни заведующая <b><i>ателье,</i></b> ни ее люди не знали нужды -- и отоваривались во всех доступных им (благодаря знакомствам) местах.	LATER	3.6	4	4	2	4	4
ателье	Он, всегда аккуратно одетый, имеющий своего мастера в парикмахерской, своего закройщика в <b><i>ателье,</i></b> своего массажиста в сауне, своего спарринг-тренера на теннисном корте и т.п., амурные приключения обожает с душком -- и даже иногда припахивает криминалом: когда ему находят, например, пятнадцатилетнюю девочку, слегка лишь испорченную, едва початую, как он выражается.	Проследив его испуганный взгляд, приёмщица тоже замерла с полуоткрытым ртом: у подъезда <b><i>ателье</i></b> на тротуаре лежал человек большого роста.	COMPARE	4.0	4	4	4	4	4
ателье	Перед ним как живой лежал у подъезда <b><i>ателье</i></b> человек с белокурой бородой.	"-- Это он в пивной разглагольствует, и на это ""ты дай мне"" ему часто говорят: ""На!"" Андрей Иванович очень не любил своего соседа по жилью, Трухалева Илью Георгиевича, закройщика <b><i>ателье</i></b> номер какой-то."	EARLIER	4.0	4	4	4	4	4
ателье	По случаю достали кримплен ярко-зеленого цвета да еще в цветах, нам с мамой показалось, что он мне должен идти, и мы заказали платье в <b><i>ателье.</i></b>	"Воплощение разработанных идей поручили знаменитому итальянскому кузовному <b><i>ателье</i></b> Pininfarina, обладавшему современным исследовательским центром, и год спустя оригинальное творение туринских инженеров и дизайнеров, ""упаковавших"" в новый кузов шасси и двигатель Ferrari 312 1966 года, под именем Sigma Grand Prix Single Seater F1 увидело свет."	LATER	2.0	3	4	1	1	1
ателье	Помнится, обитательница общежития упоминала некую Любу, подругу Оли, которая работает приемщицей в каком-то <b><i>ателье.</i></b>	Успехи темного <b><i>ателье</i></b> (т. е. закрытого для доступа дневного света) угрожают калифорнийским центрам кино-промышленности, так как такие темные <b><i>ателье</i></b> с успехом можно построить и в самом Нью Иорке.	COMPARE	2.6	1	4	1	4	3
ателье	Попав в Париж, она приходила в восторг от всего, она училась живописи в <b><i>ателье</i></b> Caralus'a Durant и делала большие успехи.	<b><i>Ателье</i></b> на три этажа.	EARLIER	2.8	2	4	1	3	4
ателье	Пошли искать нашего заказчика, человека из <b><i>ателье</i></b> звукозаписи.	Наташа, в бархатном с кружевными оторочками платье со старомодным пышным турнюром, стояла опершись кулачком на зеркальный столик с витыми ножками -- из антуража фотографического <b><i>ателье</i></b> -- и чуть исподлобья, как будто немного растерянно смотрела на Виктора.	LATER	3.8	4	4	4	4	3
ателье	"Просим смелее внедрять новый метод пошива в практику всех <b><i>ателье"".</i></b>"	Дело это хорошее, если действительно моды, которые демонстрирует приглашенное <b><i>ателье,</i></b> отвечают требованиям хорошего вкуса.	EARLIER	4.0	4	4	4	4	4
ателье	Русские фотографы Бергнер, Мебиус и Левицкий не проводили сложных репортажных съемок на местах боев, они снимали индивидуальные и групповые портреты солдат в своих <b><i>ателье.</i></b>	Здесь искание, здесь изобретаются направления, здесь в отдельных штрихах, в отдельных мазках еще можно найти элементы революционного искусства, сейчас же за дверью <b><i>ателье</i></b> тщательно обрезываемого вкусом Салона, вкусом купца.	COMPARE	3.2	3	4	3	3	3
ателье	Сегодня они пытаются занять промежуточную рыночную нишу между индустриальным производством и классическим <b><i>ателье.</i></b>	После дружеской вечеринки один из ее участников, фотограф по профессии, приводит приятеля к себе в <b><i>ателье.</i></b>	COMPARE	3.0	4	4	1	3	3
ателье	"Специально для театра Маргарита сшила в <b><i>ателье</i></b> черное дорогое платье из шерстяного крепа по тридцать рублей за метр -- точь-в-точь как на высокой большеротой красавице, отчего-то плакавшей в фойе перед макеткой сцены из ""Онегина"", переглатывая белым горлом и трогая платочком радужные яркие глаза, застилавшиеся и тут же пустевшие."	Обшиваться в <b><i>ателье</i></b> номер пять у Серафимы Евграфовны Фуфлыгиной считалось хорошим тоном.	LATER	4.0	4	4	4	4	4
ателье	Только в последние наши совместные два года нам как членам сборной шили костюмы уже в <b><i>ателье.</i></b>	"Мы сняли театр ""Ателье"" (обыкновенно там шли серьезные пьесы, даже драмы Горького)."	LATER	1.0	1	1	1	1	1
ателье	Уже тогда стали сбывать кожу работникам <b><i>ателье</i></b> Киевского района.	Но что особенно интересно отметить -- в противовес своим пролеткультовским коллегам из театральных студий и из художественных <b><i>ателье,</i></b> пролетарские музыканты никогда не подвергались влиянию современных модернистских музыкальных школ.	EARLIER	2.8	3	3	3	1	4
ателье	Фаня заказала в <b><i>ателье</i></b> платье из голубого атласа.	В этот день Магда вышла из <b><i>ателье</i></b> розовая, смеющаяся; съемки подходили к концу, и нынче ей не было сделано ни одного замечания, и она играла, как еще никогда.	COMPARE	3.2	4	1	4	3	4
ателье	Это <b><i>ателье</i></b> фотографа-художника Беренштейна, у которого снимает комнату моя сестра Саня.	"Комедия ""Ателье Мод"", где заведующего бабы-капризницы били по морде, а он (зав[едующий]) улыбался, кротко целовал им руки, вынимал изо рта толстые папиросы, чтобы пеплом не испортить костюма, когда бьют по лицу и т.д."	EARLIER	2.8	3	2	3	4	2
ателье	"Это было сделано, чтобы совместно создать для каждого предприятия тот уникальный стиль, который будет привлекать его целевую аудиторию, заставлять потребителя приходить в магазин, салон, <b><i>ателье</i></b> не только за товаром или услугой, но и за порцией хорошего настроения, -- отмечал Евгений РОЖКОВ, руководитель отдела творческих инициатив МАУК ""Центр культуры, искусства и общественных инициатив ""Диалог"", где, собственно, и проходило мероприятие."	"И хотя официально Ювелирный Дом Сотникова как вывеска появился только в 1823 году, датой его основания в семье принято было считать тот год, когда от простого маленького <b><i>ателье</i></b> начался взлет к вершинам -- 1792 год""."	LATER	4.0	4	4	4	4	4
бескомпромиссность	<b><i>Бескомпромиссность.</i></b>	"Далее, он должен иметь свой негативный полюс, дабы ""верность"" могла переживаться как ""непримиримость"", ""бескомпромиссность"", ""принципиальность""."	COMPARE	3.6	4	4	4	2	4
бескомпромиссность	<b><i>Бескомпромиссность</i></b> исследовательской этики стала логикой поведения редкостно одаренного юноши.	Твердолобая <b><i>бескомпромиссность</i></b> в перестройке политической системы, экономики и национальных отношений опасна реставрацией диктатуры.	EARLIER	4.0	4	4	4	4	4
бескомпромиссность	<b><i>бескомпромиссность.</i></b>	Если я отвечу: главное -- честность, либо же <b><i>бескомпромиссность,</i></b> либо могучая сила духа, это будет не весь ответ, а лишь пояснение части.	COMPARE	4.0	4	4	4	4	4
бескомпромиссность	В любом случае, само существование таких групп, их честность, злость и <b><i>бескомпромиссность</i></b> заставляют надеяться, что для гитарного рока еще не все потеряно и рано или поздно всяким сопливым сплинам придется подвинуться.	-- Хочу тебе напомнить, отец, упрямство и <b><i>бескомпромиссность</i></b> -- понятия разные.	COMPARE	3.8	3	4	4	4	4
бескомпромиссность	В этом сказались высокие нравственные принципы американца, его <b><i>бескомпромиссность,</i></b> его высокая требовательность к себе: никто не мог ему сказать, что выводы, к которым он пришел, исследуя советскую жизнь, голословны, что они не опираются на доподлинное знание этой жизни.	"Полемика с чрезвычайно распространившимся и у нас и на Западе представлением о русском национальном характере как о характере крайности и <b><i>бескомпромиссности,</i></b> ""загадочном"" и во всем доходящем до пределов возможного и невозможного (и, в сущности, недобром)."	EARLIER	3.6	3	4	4	4	3
бескомпромиссность	"Вождю приходится руководить славными действиями по защита его жителей от агрессии Соединенных Штате, он готов умереть во имя свободы города, он успокаивает тех, кто тревожится за судьбу Джонстауна -- он готов бороться до конца, он полон решимости и <b><i>бескомпромиссности,</i></b> а враги, некие ""они"", ""могущественное учреждение"", рвутся к старикам и детям, чтобы над ними надругаться, засылают провокаторов; вот это уже не ""они"", а ""какой-то человек"", ""какая-то группа"", которые замышляют убить Джонса, заглушить его одинокий голос; здесь же мельком он говорит, что его хотят также запятнать и очернить."	"Реакция Чехова на события этой войны, запечатленная в знаменитой книге К. С. Станиславского ""Моя жизнь в искусстве"" и в ныне публикуемой мемуарной заметке В. Л. Книппер-Нардова, по своей страстности и <b><i>бескомпромиссности</i></b> живо напоминает отношение передовой части русского общества середины прошлого века к Крымской войне, чреватой в случае победы упрочением реакционного порядка, а в случае поражения -- возможностью ""сильных и благих потрясений"", если воспользоваться пушкинскими словами."	EARLIER	4.0	4	4	4	4	4
бескомпромиссность	Все кичились своей <b><i>бескомпромиссностью.</i></b>	И вот эта девица со всей <b><i>бескомпромиссностью</i></b> юного темперамента решила развенчать, как ей казалось, чрезмерно и несправедливо раздутую репутацию маэстро.	LATER	3.6	4	2	4	4	4
бескомпромиссность	"Его убежденность в своей правоте и <b><i>бескомпромиссность</i></b> не позволили ему согласиться с требованием такого могущественного в то время, но малокомпетентного в вопросах авиации Хрущева""."	Ну как прикажете понять сравнение Проскурина с Аввакумом Аввакум -- символ <b><i>бескомпромиссности,</i></b> за которую плачено собственной реальной, человеческой жизнью.	COMPARE	3.8	4	4	4	3	4
бескомпромиссность	Здесь что-то от давно утраченного юношеского максимализма и <b><i>бескомпромиссности.</i></b>	Наиболее яркой такой фигурой является Гойя с его необузданным темпераментом, чувственным восприятием жизни и в то же время непоколебимой внутренней цельностью, <b><i>бескомпромиссностью</i></b> и духовной стойкостью.	EARLIER	4.0	4	4	4	4	4
бескомпромиссность	И безжалостно расставляются акценты: <b><i>бескомпромиссность</i></b> -- такая желанная и недоступная внизу -- ее дарят нам горы.	А за убийство что полагается -- Смерть, -- со свойственной ей <b><i>бескомпромиссностью</i></b> заявила Катя.	EARLIER	3.4	4	4	2	3	4
бескомпромиссность	И при этом поражает цельностью характера, <b><i>бескомпромиссностью</i></b> убеждений и поступков.	Современников потрясала <b><i>бескомпромиссность,</i></b> с которой этот человек признал для себя обязательными максимальные требования своей веры; они были пресыщены словами и жаждали дел, которые были бы по-своему столь же весомы, как героизм мучеников былых времен.	EARLIER	4.0	4	4	4	4	4
