lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
карта	NOUN	1918-1990	1	карта-38		Достигнув параллели 45, проблуждав здесь некоторое время по разным направлениям и окончательно убедившись, по выражению Хитрова, что "неправость карты Делиль де-ла-Кройера довольно уже опорочена", взяли курс на северо-восток.	145:150	0:225
карта	NOUN	1918-1990	1	карта-39		Учитывая огромное значение этого перелета и интерес к нему трудящихся нашей родины, Партиздат в рекордно короткие сроки выпустил в свет две хорошо оформленные и доступные по цене книжки: (Партиздат ЦК ВКП(б), 1936, стр. 222, ц. в переплете 2 р.) (Партиздат ЦК ВКП(б), 1936, стр. 77. ц. в переплете 1 р. 50 к.) Первая из них посвящена самому перелету от Москвы до острова Удд; она составлена по материалам, опубликованным в газетах "Правда" и "За индустриализацию", и снабжена картой перелета.	476:482	0:492
карта	NOUN	1991-2017	2	карта-40		Есть конечно и другие вещи, на которые внимание надо обратить, как например стоимость карт памяти, у сони родные карты как раз дороговастенькие, к сожалению.	86:90	0:157
карта	NOUN	1991-2017	2	карта-41		Не только утратил прежнюю роль, но и исчез с карты мира СССР, выступавший на протяжении предшествовавших 40 лет одним из полюсов в рамках существовавшего биполярного миропорядка.	45:50	0:178
карта	NOUN	1918-1990	1	карта-42		ЗА КУЛИСАМИ Собственно говоря, "нарезка" семи федеральных округов сразу после избрания президента Путина -- это попытка упростить "анатомическую карту" страны.	145:150	0:159
карта	NOUN	1991-2017	2	карта-43		В этот карман и вставляется карта, сложенная так, чтобы часть маршрута, предстоящая на текущий день, приходилась сверху.	28:33	0:120
карта	NOUN	1991-2017	2	карта-44		И вот даже в карты играли молча, молча разливали и выпивали где-то добытое зелье.	13:18	0:81
карта	NOUN	1991-2017	2	карта-45		Винная карта "Шемрока" вполне хороша.	7:12	0:37
карта	NOUN	1991-2017	2	карта-46		И никакие демонические жесты вроде траханья Маши через Москву (Лев накрывает Машу картой, в которой на месте Москвы прорезана дырка) не сделают героя из мелкого жулика.	82:88	0:168
карта	NOUN	1991-2017	2	карта-47		Или карта взрывов в Назрани, Махачкале, Грозном.	4:9	0:48
карта	NOUN	1918-1990	1	карта-48		Интеллигентная девушка может и поставить на карту, и бабушка сказала это, хорошо зная, о чем говорит.	44:49	0:101
карта	NOUN	1918-1990	1	карта-49		Он отставил карты и впился в фотографию офицера с погонами прапорщика.	12:17	0:70
карта	NOUN	1918-1990	1	карта-50		К оплате принимаются все виды кредитных карт.	40:44	0:45
карта	NOUN	1991-2017	2	карта-51		Подойдя к столу, я увидел на карте очертания острова красивой, почти полукруглой формы с конусообразным отростком в юго-западном краю его.	29:34	0:138
карта	NOUN	1918-1990	1	карта-52		Кроме того, специфика потребителя этих карт определяет необходимость создания и аналитических, и синтетических карт.	39:43	0:116
карта	NOUN	1991-2017	2	карта-53		Вася тоже протеснился к карте и хотя читать еще не умел, но ясно увидел, что их двору нанесена обида, и у него не было никаких сомнений, что красными могут называться только Сережины воины.	24:29	0:189
карта	NOUN	1918-1990	1	карта-54		На кровати раскладывались карты; мы с Марусей играли в подкидного дурака и в шестьдесять шесть -- это, разумеется, если родителей не было дома.	26:31	0:143
карта	NOUN	1918-1990	1	карта-55		Огромным табором стоят вот у этой черной извивающейся по карте реки, шум которой все время вкатывается в черные окошечки.	57:62	0:121
карта	NOUN	1918-1990	1	карта-56		На ней было изображено, как Брюсов и Бальмонт, оба пигмеи, играют со мной, геркулесоподобным, в карты, причем, помимо показанных на столе двух карт по два очка, я торжествующе еще выбрасываю третью карту с пятым очком.	96:101	0:218
карта	NOUN	1918-1990	1	карта-57		Генриху удалось переснять карту, хранящуюся у Вилли Шварцкопфа.	26:31	0:63
карта	NOUN	1918-1990	1	карта-58		На этой же карте нанесены две интересные границы: полярная граница земледелия и линия, к югу от которой в сев. полушарии вегетация продолжается и зимой: в Сев.	11:16	0:159
карта	NOUN	1918-1990	1	карта-59		И тут Озеров заметил, что он безотчетно делает ненужное: то стряхнул пыль с карты, то заглянул зачем-то в планшет, а теперь вот протирает платком глаза.	76:81	0:152
карта	NOUN	1991-2017	2	карта-60		Наглядное представление об этом дают шведские карты XVII века.	46:51	0:62
карта	NOUN	1991-2017	2	карта-61		На следующий день, опять отстояв очередь и объяснив уже другому менеджеру цель своего визита, через полчаса получил ответ, что придется подожать до 12.00, после чего я получу и карту и деньги.	177:182	0:192
карта	NOUN	1991-2017	2	карта-62		Написал ее один наш сотрудник, из тех, кого принято называть "человек-флюгер": сегодня, если ему это было выгодно, он мог облизать вас с ног до головы, а завтра, когда карта ложилась иначе, -- вас же облить густой грязью.	168:173	0:221
карта	NOUN	1991-2017	2	карта-63		В Генеральном штабе тоже была создана специальная группа: каждый день к 8.00 она готовила справку по обстановке в Афганистане и соответствующую карту.	144:149	0:150
карта	NOUN	1918-1990	1	карта-64		Не нагляжусь на приложенную карту вашей островной отчизны, обстоятельный труд вдохновенных императорских картографов.	28:33	0:117
карта	NOUN	1991-2017	2	карта-65		Новое командование немедленно отменило приказ об отходе, предприняв контрманевр, который имел большие шансы на успех уже потому, что... все карты наши оказались открыты.	140:145	0:169
карта	NOUN	1918-1990	1	карта-66		Не обозначенный на картах, он, как водится, даже названия не имел.	19:25	0:66
карта	NOUN	1918-1990	1	карта-67		-- Старший лейтенант тыкнул заскорузлым пальцем с въевшейся под ногтем земляной грязью в карту.	89:94	0:95
карта	NOUN	1918-1990	1	карта-68		Ни одной карты, ни одного документа не осталось в развалинах бункера, все сожжено, уничтожено огнем и взрывом.	9:14	0:110
карта	NOUN	1918-1990	1	карта-69		Облокотившись на руку, он глубокомысленно рассматривал эту карту, иногда делая замечания и куда-то показывая.	59:64	0:109
карта	NOUN	1991-2017	2	карта-70		Но Генрих Падва утверждает, что в этом ему помогли оперативник и следователь, рассматривая перед его глазами карту местности.	109:114	0:125
карта	NOUN	1991-2017	2	карта-71		15 февраля, 9 часов утра (за полчаса до открытия кабинета выдачи миграционных карт).	78:82	0:84
карта	NOUN	1918-1990	1	карта-72		Новые страны на карте кино Генри Пратт: воспитывать гражданина (Либерия).	16:21	0:73
карта	NOUN	1918-1990	1	карта-73		Стенды, макеты, карты военной топографии.	16:21	0:41
карта	NOUN	1991-2017	2	карта-74		Однако блок предназначен только для выдачи рабочих материалов для осуществления оперативного контроля, а не для создания кондиционных бумажных карт.	143:147	0:148
карта	NOUN	1991-2017	2	карта-75		-- Что у вас случилось -- неприветливо спросила она, открывая медицинскую карту.	74:79	0:80
карта	NOUN	1991-2017	2	карта-76		Он бы взял себе похожее на географическую карту лицо Одена.	42:47	0:59
карта	NOUN	1991-2017	2	карта-77		Система представляет собой инструмент автоматизированной оценки текущей оперативно-тактической обстановки, создающей в качестве выходного продукта электронную карту обстановки формата VPF масштаба от 1: 3 000 000 до 1: 25 000 с наложением географических знаков или без них, характеристикой целей, включая данные целеуказания на площади 36 000 км(кв) Основным элементом АСУ ASAS является технический центр анализа Р и РТР AN/TSQ-130(V)2 TCAC/D (Technical Control and Analysis Center/Division), состоящий на вооружении дивизий СВ США с 1984 года.	159:164	0:544
карта	NOUN	1991-2017	2	карта-78		Он рассказал, что правительство обсуждало и приняло "карту стратегических интересов Израиля", то есть по существу параметры окончательного урегулирования.	53:58	0:154
карта	NOUN	1991-2017	2	карта-79		Каждая выдаваемая таким образом карта закрепляется за конкретным WM-идентификатором.	32:37	0:84
карта	NOUN	1991-2017	2	карта-80		Она смотрела в приоткрытое окно и сверялась с картой.	46:52	0:53
карта	NOUN	1991-2017	2	карта-81		В клубах, находящихся в деловых центрах, большинство посетителей имеют корпоративные карты.	85:90	0:91
карта	NOUN	1991-2017	2	карта-82		Политбеседа закончилась обзором мировых событий, уверением, что не иначе как к исходу нынешнего года, но скорее всего по теплу союзники -- Англия и Америка -- откроют второй фронт, капитан попросил, чтоб бойцы показали на карте, где находится Англия, где располагается Америка.	222:227	0:277
карта	NOUN	1991-2017	2	карта-83		На стене -- карта Центральной и Южной Америки и эспандер.	12:17	0:57
карта	NOUN	1918-1990	1	карта-84		Потому что клиентам достаются только козырные карты.	46:51	0:52
карта	NOUN	1991-2017	2	карта-85		Третий казенный участок У Марлена Михайловича в Симферополе появился новый друг -- хозяин гастрономической лавки господин Меркатор, толстобрюхий оптимист, совершенно неопределенной национальности, ведущий, однако, свою родословную непосредственно от Меркаторовой карты.	263:268	0:269
карта	NOUN	1918-1990	1	карта-86		Промедление его имело и логическое основание: он надеялся увидеть наконец дорогу в Батуринскую и -- хотя ошибки в его ориентировке по карте, казалось, быть не могло -- точно определить свое положение.	134:139	0:200
карта	NOUN	1991-2017	2	карта-87		Рассматривают карты.	14:19	0:20
карта	NOUN	1918-1990	1	карта-88		Проходили по Садовой мимо карты.	26:31	0:32
карта	NOUN	1991-2017	2	карта-89		В международной игре карта Турции будет бита...	21:26	0:47
карта	NOUN	1918-1990	1	карта-90		Рудольф Митман наклонился над тем местом карты, где были сделаны разные пометки.	41:46	0:80
карта	NOUN	1918-1990	1	карта-91		Вокруг лак паркетов, бриллианты, свечи, арапчата, игральные карты, тоже маленькие, из атласа, как бы в пудре.	60:65	0:109
карта	NOUN	1991-2017	2	карта-92		Саша поворачивал карту носком ботинка, она догорала.	17:22	0:52
карта	NOUN	1991-2017	2	карта-93		Правда, пока Шурка со своим приятелем-жуликом изучал питерские кабаки, нанятый Шуркой "КамАЗ", доверху загруженный игральными картами, ушел почему-то не в Энск, как предполагалось, а в далекую солнечную Молдову.	126:133	0:211
карта	NOUN	1918-1990	1	карта-94		Свои путешествия он описывал сначала в коротких отчетах, печатавшихся в журнале Географического общества в Лондоне, а после обработки всех сборов и наблюдений изложил результаты в трех многотомных трудах "Развалины пустынного Китая", "Сериндия" и "Внутреннейшая Азия", богато иллюстрированных видами местностей и развалин, картами, снимками фресок, статуй, картин, посуды, монет, рукописей, одежды, добытых при раскопках и при изучении развалин.	323:330	0:445
карта	NOUN	1918-1990	1	карта-95		Голова ее начинает покачиваться, грудь вздымается, а восковая рука скользит над картами.	80:87	0:88
карта	NOUN	1918-1990	1	карта-96		Там бывала и игра в карты.	20:25	0:26
карта	NOUN	1918-1990	1	карта-97		-- Тогда обратимся к карте.	21:26	0:27
карта	NOUN	1918-1990	1	карта-98		Только не забудьте, пожалуйста: на карте, на любой, какая у вас будет, его дом обозначен розовым кустом.	35:40	0:104
карта	NOUN	1991-2017	2	карта-99		Командир полка, получив приказ на наступление, обязан: принять предварительное решение по карте; указать рубеж боевого охранения; совместно с начальником штаба, командирами батальонов!, артиллерийских и танковых подразделений, полковым инженером, командирами приданных и поддерживающих средств произвести разведку противника и местности в полосе наступления. 432.	90:95	0:363
карта	NOUN	1918-1990	1	карта-100		Ты хочешь, чтобы я впаял тебе в голову неизвестный ролик на неопознанном носителе Ты знаешь, скольких увезли в психушку из-за некачественных карт Или про эксперименты с редактированием роликов Как ведёт себя человек, которому перетёрли половину полезного объёма мозга -- из-за ошибки записи Джош завёлся не на шутку.	141:145	0:316
карта	NOUN	1991-2017	2	карта-101		Нередко оставаясь в ЦК до глубокой ночи, я еще и еще раз просматривал карты и обоснования по десяткам хозяйств, прежде чем они окончательно оформлялись решением Совета Министров республики и приказом Министерства сельского хозяйства СССР.	70:75	0:238
карта	NOUN	1918-1990	1	карта-102		У меня екнуло в груди, хотя я знал, что до черного кружка, который дулом глядел на меня с карты, еще далеко.	90:95	0:108
карта	NOUN	1991-2017	2	карта-103		Но, тем не менее, доставленные ими сведения повидимому попали в один из сибирских архивов, и ими воспользовался Миллер при составлении изданной Академией Наук в 1758 году карты, где азиатский и американский материки мы находим разделёнными проливом, а против острова Диомида американский берег оканчивается под 66 с. ш. мысом, обозначенным на карте следующей подписью: Cote decouverte par le geodesiste Gwosdew en 1736 (год этот проставлен, разумеется, ошибочно потому, что, как мы видели, Фёдоров с Гвоздевым высадились на берег в 1732 году).	171:176	0:543
карта	NOUN	1991-2017	2	карта-104		Хижняк делал пометки на карте: ведь за десять лет, прошедших со дня ее выпуска, река в некоторых местах уже успела изменить свое русло.	24:29	0:135
карта	NOUN	1991-2017	2	карта-105		Я по себе знаю, врачи больным почему-то этого не говорят, только в карту записывают.	67:72	0:84
карта	NOUN	1918-1990	1	карта-106		Через 3 дня в банкомате этого же банка я снимала немаленькую сумму со своей карты.	76:81	0:82
карта	NOUN	1991-2017	2	карта-107		Он по ошибке проглотил таблетку дильдрина (два раза в неделю от малярии, через три дня утром с водой, реклама -- анофелес, приколотый к карте тропиков булавкой с красной головкой.	136:141	0:179
карта	NOUN	1918-1990	1	карта-108		Через шесть минут новые астрономические линии положения легли на карту.	65:70	0:71
карта	NOUN	1918-1990	1	карта-109		Глеб Максимилианович Кржижановский облек затем этот афоризм в подробно разработанный план со множеством расчетов, карт, чертежей и пр.	114:118	0:134
карта	NOUN	1991-2017	2	карта-110		Эти карты буквально вскружили головы генетикам, и многие бросились в патентные бюро патентовать тот или иной ген.	4:9	0:113
карта	NOUN	1991-2017	2	карта-111		Неподалеку от него находилась земля, принадлежавшая когда-то Игорю Константиновичу, -- он даже отметил мне это место на карте.	120:125	0:126
карта	NOUN	1918-1990	1	карта-112		Эти карты похожи на скретч-карты мобильных операторов.	4:9	0:54
карта	NOUN	1991-2017	2	карта-113		С начала мира люди умирают, с начала мира известно, что все земное непрочно, проходит, тлеет, и все-таки с какой-то слепой жадностью люди ставят все, что имеют, все силы своей души на эту карту, которая наверно будет бита, несут свои сокровища в банк, который наверно лопнет.	188:193	0:275
карта	NOUN	1918-1990	1	карта-114		Это вызвано тем, что карты некоторых характеристик, подчеркивающих локальные особенности аномалий поля, при выделении крупных структур и блоков, то есть с точки зрения районирования, оказываются бесполезными, так как их анализ проводить сложнее, чем, например, анализ карт исходного поля.	21:26	0:288
карта	NOUN	1991-2017	2	карта-115		Справив нужду, Рэдрик вернулся к рюкзаку, достал карту и разложил ее на спекшейся груде породы в вагонетке.	49:54	0:107
карта	NOUN	1918-1990	1	карта-116		Я вспомнил один наш разговор за картами.	32:39	0:40
карта	NOUN	1918-1990	1	карта-117		И вот в этот-то момент господин де Мольер, вследствие своей все той же несчастной страсти играть трагедии едва не поставивший на карту вопрос о своем пребывании в Париже и самое существование в дальнейшем великой французской комедии, -- оказался у рампы.	129:134	0:254
карта	NOUN	1918-1990	1	карта-118		Я помню -" Я помню, что ребенком, в Европе, я грезил над картой Северной Америки, на которой "палач", т. е. средняя часть "Аппалачских гор", крупным шрифтом растянулся от Алабамы до Мэна, так что вся обхватываемая область (включая Пенсильванию и Нью-Йорк) являлась моему воображению как исполинская Швейцария или даже Тибет, сплошь горы, чередование дивных алмазных пиков, огромные хвойные деревья, le montagnard migr в великолепной своей медвежьей дохе, и Felis tigris Goldsmithi, и краснокожие индейцы под катальпами.	57:63	0:519
карта	NOUN	1918-1990	1	карта-119		У Отара в кармане пиджака всегда находилась пачечка аккуратно нарезанных листков бумаги, словно карты для пасьянса, на которых были записаны то название эпизода, то чья-то реплика, то некая деталь, то еще что-нибудь вызывающее мгновенную образную ассоциацию.	96:101	0:258
